isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST WEST 178 0
true false WEST EAST 177 10
true false EAST SOUTH 177 10
true false SOUTH SOUTH 177 10
true false SOUTH SOUTH 177 10
true false SOUTH WEST 177 10
true false WEST WEST 177 10
true false WEST SOUTH 176 20
true false SOUTH EAST 176 20
true false EAST SOUTH 176 20
true false SOUTH SOUTH 176 20
true false SOUTH NORTH 176 20
true false NORTH SOUTH 175 30
true false SOUTH WEST 175 30
true false WEST NORTH 175 30
true false NORTH WEST 175 30
true false WEST SOUTH 174 40
true false SOUTH NORTH 174 40
true false NORTH SOUTH 174 40
true false SOUTH WEST 174 40
true false WEST WEST 173 50
true false WEST NORTH 172 60
true false NORTH EAST 172 60
true false EAST EAST 172 60
true false EAST NORTH 172 60
true false NORTH NORTH 172 60
true false NORTH EAST 172 60
true false EAST SOUTH 172 60
true false SOUTH NORTH 172 60
true false NORTH EAST 172 60
true false EAST SOUTH 172 60
true false SOUTH NORTH 172 60
true false NORTH WEST 172 60
true false WEST NORTH 172 60
true false NORTH SOUTH 171 70
true false SOUTH EAST 171 70
true false EAST EAST 171 70
true false EAST WEST 171 70
true false WEST EAST 171 70
true false EAST EAST 171 70
true false EAST EAST 171 70
true false EAST EAST 171 70
true false EAST EAST 171 70
true false EAST NORTH 171 70
true false NORTH NORTH 171 70
true false NORTH EAST 171 70
true false EAST NORTH 171 70
true false NORTH WEST 171 70
true false WEST SOUTH 170 80
true false SOUTH NORTH 170 80
true false NORTH SOUTH 170 80
true false SOUTH WEST 170 80
true false WEST WEST 169 90
true false WEST SOUTH 168 100
true false SOUTH WEST 168 100
true false WEST EAST 167 110
true false EAST SOUTH 167 110
true false SOUTH EAST 167 110
true false EAST WEST 167 110
true false WEST SOUTH 167 110
true false SOUTH SOUTH 167 110
true false SOUTH WEST 167 110
true false WEST NORTH 167 110
true false NORTH NORTH 167 110
true false NORTH NORTH 167 110
true false NORTH NORTH 167 110
true false NORTH SOUTH 167 110
true false SOUTH WEST 167 110
true false WEST NORTH 166 120
true false NORTH WEST 165 130
true false WEST EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST NORTH 165 130
true false NORTH EAST 165 130
true false EAST NORTH 165 130
true false NORTH WEST 165 130
true false WEST EAST 165 130
true false EAST WEST 165 130
true false WEST NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH WEST 165 130
true false WEST WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST EAST 165 130
true false EAST SOUTH 165 130
true false SOUTH NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH EAST 165 130
true false EAST WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST NORTH 165 130
true false NORTH WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH NORTH 164 140
true false NORTH EAST 164 140
true false EAST SOUTH 164 140
true false SOUTH WEST 164 140
true false WEST EAST 164 140
true false EAST NORTH 164 140
true false NORTH EAST 164 140
true false EAST EAST 164 140
true false EAST NORTH 164 140
true false NORTH SOUTH 164 140
true false SOUTH SOUTH 164 140
true false SOUTH NORTH 164 140
true false NORTH WEST 164 140
true false WEST WEST 164 140
true false WEST NORTH 164 140
true false NORTH NORTH 164 140
true false NORTH WEST 164 140
true false WEST SOUTH 164 140
true false SOUTH EAST 164 140
true false EAST WEST 164 140
true false WEST EAST 164 140
true false EAST NORTH 164 140
true false NORTH WEST 164 140
true false WEST WEST 164 140
true false WEST NORTH 164 140
true false NORTH WEST 164 140
true false WEST WEST 164 140
true false WEST SOUTH 164 140
true false SOUTH EAST 164 140
true false EAST WEST 164 140
true false WEST EAST 164 140
true false EAST NORTH 164 140
true false NORTH SOUTH 164 140
true false SOUTH WEST 164 140
true false WEST EAST 164 140
true false EAST SOUTH 164 140
true false SOUTH SOUTH 164 140
true false SOUTH NORTH 164 140
true false NORTH SOUTH 164 140
true false SOUTH WEST 164 140
true false WEST SOUTH 164 140
true false SOUTH EAST 164 140
true false EAST NORTH 164 140
true false NORTH EAST 164 140
true false EAST SOUTH 164 140
true false SOUTH WEST 164 140
true false WEST SOUTH 164 140
true false SOUTH WEST 164 140
true false WEST WEST 164 140
true false WEST SOUTH 164 140
true false SOUTH EAST 164 140
true false EAST WEST 164 140
true false WEST WEST 164 140
true false WEST NORTH 164 140
