isAlive, hasCollided, currentDirection, nextDirection, remainingPellets, score
true false EAST EAST 178 0
true false EAST WEST 177 10
true false WEST WEST 177 10
true false WEST NORTH 176 20
true false NORTH NORTH 175 30
true false NORTH WEST 174 40
true false WEST NORTH 173 50
true false NORTH EAST 173 50
true false EAST EAST 173 50
true false EAST SOUTH 173 50
true false SOUTH WEST 173 50
true false WEST WEST 173 50
true false WEST WEST 173 50
true false WEST NORTH 173 50
true false NORTH NORTH 173 50
true false NORTH WEST 173 50
true false WEST NORTH 173 50
true false NORTH EAST 173 50
true false EAST NORTH 173 50
true false NORTH NORTH 173 50
true false NORTH WEST 173 50
true false WEST EAST 173 50
true false EAST SOUTH 173 50
true false SOUTH SOUTH 173 50
true false SOUTH WEST 173 50
true false WEST NORTH 172 60
true false NORTH SOUTH 172 60
true false SOUTH NORTH 172 60
true false NORTH WEST 172 60
true false WEST WEST 171 70
true false WEST SOUTH 170 80
true false SOUTH WEST 169 90
true false WEST EAST 169 90
true false EAST EAST 169 90
true false EAST EAST 169 90
true false EAST WEST 169 90
true false WEST SOUTH 169 90
true false SOUTH WEST 168 100
true false WEST EAST 168 100
true false EAST SOUTH 167 110
true false SOUTH SOUTH 167 110
true false SOUTH NORTH 167 110
true false NORTH EAST 167 110
true false EAST NORTH 166 120
true false NORTH SOUTH 166 120
true false SOUTH EAST 166 120
true false EAST NORTH 165 130
true false NORTH WEST 165 130
true false WEST WEST 165 130
true false WEST WEST 165 130
true false WEST EAST 165 130
true false EAST WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST EAST 165 130
true false EAST EAST 165 130
true false EAST EAST 165 130
true false EAST EAST 165 130
true false EAST EAST 165 130
true false EAST WEST 165 130
true false WEST NORTH 165 130
true false NORTH EAST 165 130
true false EAST NORTH 165 130
true false NORTH EAST 165 130
true false EAST WEST 165 130
true false WEST NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST WEST 165 130
true false WEST NORTH 165 130
true false NORTH NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST EAST 165 130
true false EAST EAST 165 130
true false EAST EAST 165 130
true false EAST WEST 165 130
true false WEST SOUTH 165 130
true false SOUTH NORTH 165 130
true false NORTH SOUTH 165 130
true false SOUTH WEST 165 130
true false WEST EAST 165 130
